unique_id,demographics,channel_preference,satisfaction_level,status,income_level,transaction_frequency,region
2359,Sfax_Female,web,0.6535601375557192,active,high,4,Tunis
2360,Tunis_Male,branch,0.34773735733792427,active,high,4,Sousse
2361,Sousse_Female,mobile,0.6487284795083809,active,low,2,Sfax
2362,Djerba_Male,branch,0.5095417946664732,active,high,10,Sousse
2363,Sousse_Female,branch,0.45118099012905355,active,low,3,Tunis
2364,Sousse_Male,branch,0.4222498583252936,active,low,1,Sfax
2365,Sousse_Female,web,0.4386257054613474,active,high,6,Sousse
2366,Djerba_Male,web,0.4634517315602859,active,low,5,Sfax
2367,Djerba_Female,web,0.4842245497997144,active,medium,8,Tunis
2368,Djerba_Male,web,0.35186378053233275,active,medium,7,Sfax
2369,Tunis_Female,branch,0.4902401088712485,active,low,7,Tunis
2370,Djerba_Male,mobile,0.6634201152977991,active,low,10,Sfax
2371,Tunis_Female,mobile,0.617919305872177,active,high,9,Djerba
2372,Tunis_Male,mobile,0.4414622841079317,active,high,2,Sousse
2373,Djerba_Female,web,0.39367064022365544,active,medium,2,Sfax
2374,Sfax_Male,mobile,0.6308896764229572,active,high,6,Sfax
2375,Sousse_Female,web,0.6041660856177109,active,medium,9,Sousse
2376,Djerba_Male,mobile,0.67296909534143,active,medium,1,Djerba
2377,Tunis_Female,web,0.4260681557903381,active,high,5,Tunis
2378,Tunis_Male,mobile,0.5282246366575236,active,high,4,Djerba
2379,Tunis_Female,branch,0.3526435251033886,active,medium,8,Sousse
2380,Sfax_Male,mobile,0.40584800203667587,active,high,7,Djerba
2381,Tunis_Female,mobile,0.31702075245876893,active,low,5,Sousse
2382,Djerba_Male,branch,0.55560042982349,active,low,4,Tunis
2383,Djerba_Female,web,0.3671129534336974,active,medium,2,Tunis
2384,Sfax_Male,mobile,0.6578655556911761,active,high,2,Djerba
2385,Sfax_Female,web,0.34826360836006054,active,medium,3,Djerba
2386,Sfax_Male,branch,0.5882901803617886,active,high,3,Djerba
2387,Tunis_Female,mobile,0.6021202909514302,active,medium,4,Sfax
2388,Djerba_Male,web,0.394064628616102,active,high,10,Tunis
2389,Sfax_Female,mobile,0.6176002302995682,active,low,1,Tunis
2390,Sfax_Male,branch,0.6408423067835383,active,low,8,Sousse
2391,Sousse_Female,web,0.383819656048598,active,low,7,Sousse
2392,Sousse_Male,mobile,0.33970810606340573,active,high,5,Sousse
2393,Djerba_Female,web,0.5907916715638184,active,low,3,Tunis
2394,Sousse_Male,mobile,0.30106875828861324,active,high,6,Tunis
2395,Sfax_Female,web,0.31843336348384277,active,low,2,Djerba
2396,Sfax_Male,branch,0.3173921958630784,active,high,10,Sfax
2397,Sousse_Female,branch,0.4478295648744656,active,high,10,Djerba
2398,Sousse_Male,branch,0.44397185515345283,active,medium,10,Tunis
2399,Djerba_Female,mobile,0.42469495852072453,active,low,6,Djerba
2400,Sfax_Male,branch,0.6053215064057722,active,high,9,Djerba
2401,Tunis_Female,web,0.5647346857973121,active,high,7,Djerba
2402,Sousse_Male,mobile,0.4075945139757089,active,medium,6,Sfax
2403,Tunis_Female,branch,0.6407622771000798,active,low,2,Tunis
2404,Djerba_Male,branch,0.6352098682897436,active,high,3,Sfax
2405,Sfax_Female,branch,0.388593097988132,active,high,10,Tunis
2406,Sfax_Male,mobile,0.5330946082962323,active,medium,7,Sousse
2407,Sfax_Female,web,0.5933063068410085,active,high,4,Tunis
2408,Sfax_Male,web,0.4282822964824515,active,high,5,Sfax
2409,Sousse_Female,mobile,0.6266971303187115,active,low,7,Tunis
2410,Sousse_Male,mobile,0.6136841712364388,active,low,7,Sousse
2411,Tunis_Female,mobile,0.38529922601113337,active,high,7,Sousse
2412,Djerba_Male,branch,0.6658297288416594,active,high,1,Sfax
2413,Sousse_Female,web,0.6247145856988547,active,low,1,Tunis
2414,Tunis_Male,mobile,0.5784418975742374,active,low,5,Sousse
2415,Djerba_Female,mobile,0.6352565383053512,active,low,1,Tunis
2416,Tunis_Male,branch,0.3721857467250158,active,low,2,Sousse
2417,Sousse_Female,mobile,0.5699357336079012,active,low,4,Sousse
2418,Sfax_Male,mobile,0.4877081402449974,active,low,7,Tunis
2419,Sfax_Female,mobile,0.46560107351679414,active,medium,9,Tunis
2420,Tunis_Male,web,0.6863540277290404,active,high,2,Sousse
2421,Sousse_Female,branch,0.5284998200723537,active,high,3,Sfax
2422,Sousse_Male,mobile,0.37421933407575947,active,low,3,Sfax
2423,Tunis_Female,web,0.5388918615545467,active,medium,2,Djerba
2424,Sfax_Male,mobile,0.6072003049249917,active,low,1,Sfax
2425,Djerba_Female,mobile,0.5224659364157336,active,high,8,Sfax
2426,Tunis_Male,mobile,0.4030675496099497,active,medium,8,Djerba
2427,Sousse_Female,mobile,0.6052666787628638,active,high,8,Djerba
2428,Tunis_Male,web,0.6939698897839804,active,medium,6,Djerba
2429,Tunis_Female,web,0.5704338682207459,active,low,7,Tunis
2430,Tunis_Male,branch,0.48902604757035284,active,medium,3,Sfax
2431,Sousse_Female,web,0.4318563253642804,active,low,8,Sfax
2432,Tunis_Male,web,0.4304539114380212,active,medium,6,Sfax
2433,Sousse_Female,mobile,0.3256513384069985,active,medium,2,Djerba
2434,Sousse_Male,web,0.5156775075957557,active,medium,3,Tunis
2435,Tunis_Female,branch,0.6199494508717811,active,medium,3,Djerba
2436,Djerba_Male,web,0.654930990959055,active,medium,8,Sousse
2437,Sfax_Female,web,0.5371928064880606,active,medium,2,Sfax
2438,Djerba_Male,mobile,0.5777461365272863,active,low,2,Djerba
2439,Sousse_Female,branch,0.5537060994378695,active,low,7,Djerba
2440,Djerba_Male,web,0.5368210857158013,active,medium,9,Sfax
2441,Djerba_Female,branch,0.697098339724828,active,high,1,Djerba
2442,Djerba_Male,web,0.38333534336682307,active,low,3,Djerba
2443,Tunis_Female,branch,0.6314247570354024,active,low,6,Sousse
2444,Tunis_Male,mobile,0.6641829473366867,active,high,7,Sousse
2445,Djerba_Female,branch,0.6645457021860238,active,high,7,Djerba
2446,Djerba_Male,mobile,0.6504791053736231,active,medium,6,Djerba
2447,Djerba_Female,branch,0.460555772530388,active,medium,1,Tunis
2448,Tunis_Male,branch,0.5650283877125845,active,low,8,Tunis
2449,Tunis_Female,branch,0.45117417334150733,active,high,1,Djerba
2450,Sfax_Male,web,0.44154459995940565,active,low,10,Sfax
2451,Djerba_Female,web,0.6123147262379505,active,medium,5,Djerba
2452,Djerba_Male,branch,0.5703747482726425,active,medium,4,Sfax
2453,Tunis_Female,branch,0.3021033811533245,active,medium,4,Djerba
2454,Djerba_Male,web,0.515464663196353,active,medium,6,Djerba
2455,Sousse_Female,web,0.396207159580466,active,high,9,Sousse
2456,Sousse_Male,web,0.40747476273436256,active,medium,8,Djerba
2457,Djerba_Female,web,0.5041079242284927,active,high,6,Tunis
2458,Sfax_Male,branch,0.5393730826531604,active,medium,1,Sfax
2459,Tunis_Female,mobile,0.5534669531157965,active,high,4,Djerba
2460,Sousse_Male,branch,0.6199184921580441,active,high,2,Djerba
2461,Djerba_Female,branch,0.3223586002090806,active,medium,6,Djerba
2462,Tunis_Male,branch,0.6270085336958772,active,low,1,Sfax
2463,Sousse_Female,mobile,0.45987700598827086,active,medium,4,Tunis
2464,Djerba_Male,mobile,0.6427387625762265,active,low,1,Sfax
2465,Sousse_Female,web,0.48878943905060435,active,high,8,Tunis
2466,Sousse_Male,web,0.3686855129515421,active,low,8,Sousse
2467,Djerba_Female,branch,0.4935708971154285,active,low,6,Sousse
2468,Sfax_Male,web,0.4838988786303362,active,medium,5,Sousse
2469,Djerba_Female,web,0.34467529975241096,active,low,6,Sfax
2470,Sousse_Male,web,0.5475024541607686,active,medium,5,Sousse
2471,Djerba_Female,branch,0.32349653066910894,active,low,9,Sousse
2472,Sousse_Male,branch,0.325856566459428,active,medium,4,Sousse
2473,Sfax_Female,web,0.43162078410081417,active,high,10,Djerba
2474,Djerba_Male,mobile,0.3371779055811782,active,high,2,Djerba
2475,Tunis_Female,web,0.4044152926229089,active,high,8,Sfax
2476,Tunis_Male,web,0.6833033280703509,active,medium,3,Tunis
2477,Tunis_Female,branch,0.4956752303141405,active,medium,7,Tunis
2478,Tunis_Male,branch,0.49649827584754513,active,medium,4,Sousse
2479,Djerba_Female,mobile,0.4811980773106673,active,medium,6,Sfax
2480,Sousse_Male,mobile,0.5202518715521908,active,medium,9,Tunis
2481,Tunis_Female,mobile,0.5519899250396061,active,high,5,Sousse
2482,Djerba_Male,web,0.39762027510096365,active,high,9,Djerba
2483,Djerba_Female,mobile,0.36707248696798755,active,medium,10,Tunis
2484,Sousse_Male,branch,0.6713422947516361,active,high,2,Tunis
2485,Sfax_Female,mobile,0.6376041861306354,active,medium,2,Sousse
2486,Djerba_Male,mobile,0.5013329856711426,active,medium,1,Tunis
2487,Sfax_Female,web,0.5060990231956112,active,low,5,Tunis
2488,Sousse_Male,web,0.41920559123683965,active,high,4,Sfax
2489,Tunis_Female,branch,0.4041592028836072,active,low,4,Djerba
2490,Djerba_Male,mobile,0.3700356189788791,active,medium,4,Sousse
2491,Sfax_Female,branch,0.615876500541424,active,low,2,Tunis
2492,Tunis_Male,mobile,0.3427725847534609,active,medium,6,Djerba
2493,Djerba_Female,branch,0.3028430587881097,active,high,4,Sfax
2494,Sfax_Male,mobile,0.521146055443018,active,high,2,Sfax
2495,Tunis_Female,web,0.6274417692596741,active,high,7,Tunis
2496,Tunis_Male,branch,0.3379668128148894,active,low,3,Sousse
2497,Sousse_Female,branch,0.3712566748705492,active,low,1,Djerba
2498,Sousse_Male,mobile,0.6977355700097055,active,high,10,Djerba
2499,Djerba_Female,web,0.30364522586501397,active,high,4,Tunis
2500,Tunis_Male,web,0.41107243391906834,active,high,7,Sfax
2501,Sfax_Female,web,0.6946240382605607,active,high,5,Sousse
2502,Sousse_Male,branch,0.3646541334915603,active,low,4,Djerba
2503,Sfax_Female,branch,0.5171586248949886,active,medium,1,Djerba
2504,Sousse_Male,web,0.5886776815399952,active,low,1,Sousse
2505,Tunis_Female,mobile,0.5845026420161301,active,high,4,Tunis
2506,Tunis_Male,mobile,0.6596834053197302,active,high,4,Tunis
2507,Tunis_Female,web,0.42736877408001067,active,high,10,Djerba
2508,Djerba_Male,mobile,0.5714127032539826,active,low,2,Djerba
2509,Djerba_Female,web,0.6527351053810041,active,medium,3,Sfax
2510,Djerba_Male,mobile,0.3664852637896371,active,low,10,Sousse
2511,Sfax_Female,mobile,0.550732807012368,active,medium,2,Djerba
2512,Tunis_Male,branch,0.46586897397353466,active,high,9,Djerba
2513,Tunis_Female,branch,0.5335680252841226,active,low,4,Sfax
2514,Tunis_Male,mobile,0.5416228120610295,active,low,8,Djerba
2515,Djerba_Female,mobile,0.6979420186949916,active,low,9,Sousse
2516,Sfax_Male,mobile,0.5617422426599585,active,high,10,Sousse
2517,Sfax_Female,branch,0.6800730434504731,active,high,3,Tunis
2518,Tunis_Male,branch,0.6196895631158323,active,medium,10,Tunis
2519,Sousse_Female,branch,0.35997655865054146,active,low,2,Sfax
2520,Sfax_Male,web,0.6689031270597455,active,medium,5,Sfax
2521,Sousse_Female,branch,0.4034311744573606,active,high,7,Tunis
2522,Sfax_Male,mobile,0.5500330595482856,active,low,4,Tunis
2523,Tunis_Female,web,0.5079394345774373,active,high,8,Sousse
2524,Sousse_Male,web,0.6218962679140626,active,high,6,Sfax
2525,Sousse_Female,web,0.5526919003247386,active,low,8,Djerba
2526,Djerba_Male,mobile,0.4355721134651563,active,medium,9,Djerba
2527,Tunis_Female,mobile,0.6316196360773421,active,low,9,Djerba
2528,Tunis_Male,mobile,0.6722759361830756,active,medium,9,Djerba
2529,Sousse_Female,branch,0.3570319420419647,active,high,6,Djerba
2530,Tunis_Male,branch,0.36928567424391967,active,medium,7,Tunis
2531,Sfax_Female,web,0.33947890955665794,active,high,2,Sfax
2532,Tunis_Male,branch,0.44534949973476234,active,high,1,Sfax
2533,Tunis_Female,mobile,0.6543231625892342,active,high,3,Sfax
2534,Sfax_Male,web,0.5676426597500013,active,medium,7,Djerba
2535,Tunis_Female,branch,0.3633693405267538,active,low,10,Sousse
2536,Djerba_Male,web,0.4685967049078428,active,low,4,Djerba
2537,Djerba_Female,web,0.39514743741680813,active,low,2,Sfax
2538,Sousse_Male,branch,0.5394829840124558,active,medium,2,Djerba
2539,Tunis_Female,mobile,0.45350150246693244,active,low,1,Djerba
2540,Tunis_Male,mobile,0.4457098792564032,active,high,1,Tunis
2541,Tunis_Female,mobile,0.3311859313244083,active,low,2,Tunis
2542,Sfax_Male,mobile,0.6984228459631289,active,high,5,Sousse
2543,Djerba_Female,web,0.31960933643682826,active,high,8,Sfax
2544,Sousse_Male,mobile,0.524293537809586,active,low,3,Djerba
2545,Sfax_Female,mobile,0.5737469814637843,active,low,4,Sfax
2546,Tunis_Male,branch,0.4854250784190899,active,high,5,Tunis
2547,Sfax_Female,branch,0.43018657631526663,active,high,5,Sousse
2548,Sfax_Male,web,0.4194453189478534,active,high,3,Tunis
2549,Sousse_Female,web,0.5874257195490766,active,low,1,Djerba
2550,Djerba_Male,web,0.32193761924522424,active,high,5,Tunis
2551,Djerba_Female,mobile,0.34862166936462646,active,low,2,Sfax
2552,Sousse_Male,mobile,0.35281480723027164,active,medium,6,Djerba
2553,Sfax_Female,mobile,0.46121257070330024,active,low,7,Tunis
2554,Djerba_Male,web,0.3052253546820719,active,medium,4,Sousse
2555,Tunis_Female,mobile,0.6858129720884143,active,medium,2,Tunis
2556,Djerba_Male,branch,0.6753280779477184,active,medium,3,Djerba
2557,Sousse_Female,web,0.3095995435422163,active,medium,5,Sfax
2558,Sousse_Male,mobile,0.4464050583906387,active,high,7,Tunis
2559,Sousse_Female,web,0.306726231931755,active,high,5,Sousse
2560,Djerba_Male,branch,0.4079056255120438,active,low,2,Djerba
2561,Sousse_Female,branch,0.6767682513859207,active,low,3,Sousse
2562,Tunis_Male,mobile,0.6188576554911668,active,low,2,Djerba
2563,Sousse_Female,mobile,0.6827209390051104,active,medium,4,Sousse
2564,Sousse_Male,web,0.5294026024631215,active,low,5,Tunis
2565,Tunis_Female,web,0.6274997578786067,active,medium,5,Sfax
2566,Sfax_Male,mobile,0.6994604711608117,active,medium,4,Sfax
2567,Sfax_Female,web,0.5347468315483214,active,medium,2,Sousse
2568,Sfax_Male,branch,0.5710341351156087,active,low,3,Tunis
2569,Sousse_Female,branch,0.3422483016733859,active,high,7,Tunis
2570,Sfax_Male,web,0.38840021737583363,active,medium,4,Sfax
2571,Sousse_Female,web,0.512305229454776,active,low,3,Sfax
2572,Tunis_Male,branch,0.4340316875470244,active,high,6,Sousse
2573,Djerba_Female,branch,0.5514301624591866,active,high,8,Djerba
2574,Sfax_Male,mobile,0.6097010963526879,active,medium,10,Djerba
2575,Sfax_Female,web,0.48864557605869674,active,medium,6,Tunis
2576,Sousse_Male,web,0.46152617724715594,active,low,2,Sousse
2577,Djerba_Female,branch,0.3803417373314051,active,medium,4,Sousse
2578,Sousse_Male,mobile,0.37715158629120377,active,medium,5,Tunis
2579,Tunis_Female,branch,0.6087319526493702,active,low,5,Tunis
2580,Tunis_Male,web,0.5045294684562328,active,medium,4,Tunis
2581,Djerba_Female,mobile,0.6145733056325022,active,low,7,Djerba
2582,Sfax_Male,mobile,0.5818019789717437,active,medium,8,Tunis
2583,Tunis_Female,web,0.4579486700957902,active,low,2,Djerba
2584,Djerba_Male,branch,0.5131064098561003,active,medium,9,Djerba
2585,Sousse_Female,branch,0.42940015707092855,active,high,5,Tunis
2586,Tunis_Male,mobile,0.5270827907181896,active,medium,1,Tunis
2587,Sfax_Female,web,0.4457076361208786,active,low,6,Sfax
2588,Djerba_Male,web,0.6659379334505037,active,low,3,Sousse
2589,Sfax_Female,mobile,0.6181110861041764,active,medium,6,Djerba
2590,Sousse_Male,web,0.5517419697488704,active,high,10,Djerba
2591,Sousse_Female,branch,0.6384982208412484,active,low,5,Sfax
2592,Sfax_Male,mobile,0.3270285225635448,active,high,8,Tunis
2593,Sousse_Female,web,0.6891714250365018,active,medium,6,Djerba
2594,Tunis_Male,web,0.62121080531973,active,high,5,Sousse
2595,Sfax_Female,branch,0.3822864349205887,active,low,2,Sousse
2596,Sousse_Male,branch,0.5500923071753159,active,low,5,Tunis
2597,Djerba_Female,branch,0.5736143764279376,active,medium,1,Tunis
2598,Tunis_Male,mobile,0.6502073052631578,active,high,5,Sousse
2599,Sousse_Female,branch,0.6972595861274593,active,high,5,Sfax
2600,Tunis_Male,mobile,0.36410827426142545,active,medium,7,Tunis
2601,Sfax_Female,mobile,0.5923760098923445,active,low,6,Sousse
2602,Sfax_Male,mobile,0.42746898861583704,active,medium,5,Sfax
2603,Djerba_Female,web,0.34462426237537547,active,medium,7,Tunis
2604,Sousse_Male,web,0.4751890712498865,active,low,2,Sfax
2605,Sfax_Female,mobile,0.32511408740474895,active,medium,5,Sfax
2606,Tunis_Male,mobile,0.3173236494183993,active,high,1,Sousse
2607,Sfax_Female,web,0.3820460790793688,active,medium,3,Djerba
2608,Sfax_Male,web,0.6540987199076235,active,medium,3,Sfax
2609,Tunis_Female,web,0.5740904206868784,active,high,2,Djerba
2610,Djerba_Male,web,0.6734839876822678,active,high,5,Sfax
2611,Sousse_Female,mobile,0.44256226546221167,active,medium,5,Sousse
2612,Sousse_Male,branch,0.34988648273831524,active,high,2,Tunis
2613,Tunis_Female,branch,0.516168688921989,active,medium,8,Sfax
2614,Djerba_Male,branch,0.30917310944379917,active,medium,9,Djerba
2615,Sousse_Female,branch,0.6694577663264879,active,low,1,Sousse
2616,Tunis_Male,web,0.3961232307729272,active,medium,10,Sousse
2617,Tunis_Female,web,0.6121957862338877,active,medium,4,Djerba
2618,Djerba_Male,web,0.42857419724732965,active,high,4,Tunis
2619,Djerba_Female,mobile,0.48927821879714983,active,medium,10,Djerba
2620,Sousse_Male,branch,0.4148658668072733,active,low,8,Djerba
2621,Sfax_Female,mobile,0.4864220225640472,active,medium,8,Tunis
2622,Sousse_Male,branch,0.5853539974597035,active,medium,3,Sfax
2623,Sfax_Female,mobile,0.6875308560393801,active,medium,4,Djerba
2624,Djerba_Male,web,0.444664936322192,active,medium,7,Sfax
2625,Djerba_Female,mobile,0.39809705230438847,active,low,1,Sfax
2626,Sousse_Male,branch,0.3349846209630911,active,low,2,Sfax
2627,Tunis_Female,branch,0.6757528794355936,active,high,6,Tunis
2628,Sousse_Male,mobile,0.38350227924553565,active,high,1,Sfax
2629,Sfax_Female,web,0.37241041950207004,active,high,9,Sfax
2630,Sousse_Male,web,0.6185451443331524,active,medium,6,Sousse
2631,Sfax_Female,web,0.6353257415626439,active,low,2,Tunis
2632,Tunis_Male,branch,0.4781066119141453,active,medium,2,Tunis
2633,Sfax_Female,web,0.32419295124748804,active,high,9,Tunis
2634,Sfax_Male,mobile,0.6786965196058162,active,low,1,Sfax
2635,Djerba_Female,branch,0.6130880420404201,active,high,1,Tunis
2636,Tunis_Male,branch,0.5552073504799608,active,low,1,Sfax
2637,Djerba_Female,mobile,0.33286552821945214,active,high,4,Tunis
2638,Djerba_Male,web,0.5798116064365084,active,high,4,Sousse
2639,Sousse_Female,web,0.30858743189478693,active,medium,3,Sousse
2640,Sousse_Male,mobile,0.6737437354129463,active,medium,4,Sfax
2641,Djerba_Female,mobile,0.31640306806018176,active,low,8,Sousse
2642,Djerba_Male,web,0.5734342975550957,active,high,1,Tunis
2643,Sfax_Female,branch,0.3027000984044034,active,low,8,Djerba
2644,Djerba_Male,branch,0.6291043862042522,active,low,5,Sfax
2645,Djerba_Female,branch,0.3708209480178529,active,low,6,Tunis
2646,Djerba_Male,mobile,0.5201469009556646,active,medium,1,Djerba
2647,Sousse_Female,mobile,0.6899255535260348,active,low,7,Djerba
2648,Sousse_Male,branch,0.392028160367992,active,high,10,Djerba
2649,Tunis_Female,mobile,0.5733527614059188,active,medium,8,Sousse
2650,Djerba_Male,web,0.3989736013182882,active,low,3,Tunis
2651,Tunis_Female,branch,0.38115494168193637,active,low,6,Djerba
2652,Sousse_Male,mobile,0.6190319467089491,active,medium,4,Sousse
2653,Tunis_Female,mobile,0.40237849691050276,active,medium,10,Tunis
2654,Djerba_Male,branch,0.4341158246515304,active,low,2,Djerba
2655,Sfax_Female,mobile,0.5471814715617836,active,medium,4,Djerba
2656,Sousse_Male,branch,0.3776654437681648,active,low,10,Tunis
2657,Djerba_Female,branch,0.5137520494579493,active,medium,2,Djerba
2658,Djerba_Male,branch,0.3665935335097044,active,high,8,Sousse
2659,Tunis_Female,branch,0.37527457404955805,active,medium,3,Sfax
2660,Sfax_Male,branch,0.3305086958234632,active,high,1,Djerba
2661,Djerba_Female,mobile,0.4183344841374159,active,low,3,Djerba
2662,Djerba_Male,web,0.6086420037717122,active,high,3,Sfax
2663,Djerba_Female,mobile,0.39228196106153,active,medium,8,Djerba
2664,Sfax_Male,branch,0.5472576297221328,active,medium,3,Djerba
2665,Sousse_Female,branch,0.34939272615079364,active,high,1,Sousse
2666,Sousse_Male,web,0.4438756536075007,active,high,2,Sfax
2667,Tunis_Female,web,0.4819658619247389,active,medium,7,Sfax
2668,Sousse_Male,branch,0.3769673816804038,active,high,2,Sfax
2669,Djerba_Female,mobile,0.3207836406479419,active,medium,1,Sfax
2670,Djerba_Male,branch,0.5614759958177855,active,low,7,Sfax
2671,Djerba_Female,branch,0.6029606067918718,active,low,8,Sfax
2672,Tunis_Male,mobile,0.6622085534086436,active,low,8,Sousse
2673,Sfax_Female,web,0.3697148573826835,active,low,3,Sousse
2674,Sfax_Male,branch,0.5204657927417491,active,high,3,Sousse
2675,Djerba_Female,mobile,0.44169394497892717,active,high,5,Tunis
2676,Sousse_Male,branch,0.3365758558827449,active,low,9,Tunis
2677,Djerba_Female,web,0.44925961220612587,active,high,8,Tunis
2678,Tunis_Male,branch,0.5128171948897065,active,high,3,Tunis
2679,Sfax_Female,mobile,0.3819090160722185,active,medium,3,Sousse
2680,Sfax_Male,branch,0.4443654124147858,active,medium,5,Tunis
2681,Djerba_Female,branch,0.3891040214520806,active,low,7,Sfax
2682,Tunis_Male,branch,0.3789973837117589,active,low,10,Sousse
2683,Sousse_Female,mobile,0.5954663985629846,active,low,10,Djerba
2684,Tunis_Male,mobile,0.4479602526445335,active,low,2,Sousse
2685,Djerba_Female,branch,0.33952099229520816,active,low,8,Tunis
2686,Sousse_Male,web,0.5654566394424849,active,medium,1,Djerba
2687,Tunis_Female,web,0.5579147135451334,active,medium,4,Sousse
2688,Sfax_Male,branch,0.3970170829420836,active,high,8,Djerba
2689,Tunis_Female,branch,0.40708584117370017,active,low,6,Sousse
2690,Sfax_Male,mobile,0.45898981617882667,active,high,9,Djerba
2691,Tunis_Female,mobile,0.518029950130745,active,low,10,Tunis
2692,Sousse_Male,mobile,0.667991285635802,active,high,10,Sousse
2693,Sousse_Female,branch,0.6406983065879688,active,low,7,Djerba
2694,Djerba_Male,mobile,0.6568422268307572,active,low,10,Sousse
2695,Sfax_Female,branch,0.5189767726657554,active,medium,7,Sousse
2696,Sousse_Male,web,0.36476035421923725,active,low,4,Sfax
2697,Tunis_Female,web,0.362026142529875,active,medium,5,Tunis
2698,Djerba_Male,mobile,0.60248155543509,active,low,1,Sousse
2699,Tunis_Female,branch,0.6793800924311909,active,high,10,Tunis
2700,Djerba_Male,web,0.4694959033476138,active,low,10,Djerba
2701,Tunis_Female,branch,0.6307071925353993,active,high,5,Tunis
2702,Djerba_Male,mobile,0.4125527415002495,active,high,10,Sousse
2703,Tunis_Female,mobile,0.6281158981921939,active,medium,10,Sfax
2704,Djerba_Male,branch,0.5607490349383684,active,medium,7,Sfax
2705,Sousse_Female,mobile,0.34398594285489437,active,low,1,Djerba
2706,Sfax_Male,branch,0.5905645225064586,active,low,4,Tunis
2707,Tunis_Female,web,0.5279783581295147,active,low,10,Djerba
2708,Tunis_Male,mobile,0.39806560084211723,active,low,6,Sfax
2709,Tunis_Female,web,0.6984694925697535,active,low,9,Djerba
2710,Sfax_Male,branch,0.45786481628806636,active,high,6,Sfax
2711,Sousse_Female,branch,0.34686543754173965,active,medium,3,Djerba
2712,Tunis_Male,branch,0.3574798092002551,active,medium,3,Sousse
2713,Sousse_Female,branch,0.48893728016090227,active,high,5,Djerba
2714,Sousse_Male,mobile,0.5450599199025681,active,high,3,Sousse
2715,Sfax_Female,mobile,0.35952255889968543,active,medium,8,Djerba
2716,Tunis_Male,mobile,0.5390687539494062,active,medium,9,Sfax
2717,Sousse_Female,branch,0.4165011125741627,active,medium,1,Tunis
2718,Tunis_Male,mobile,0.3923491514171439,active,low,4,Djerba
2719,Djerba_Female,mobile,0.4201814287488925,active,high,2,Tunis
2720,Sousse_Male,branch,0.6536839521983281,active,high,4,Sfax
2721,Djerba_Female,web,0.6604606327955465,active,high,10,Tunis
2722,Djerba_Male,branch,0.6291799388911865,active,medium,9,Sfax
2723,Sousse_Female,branch,0.5804639343084719,active,medium,5,Sousse
2724,Tunis_Male,branch,0.49069067073693723,active,low,5,Djerba
2725,Tunis_Female,mobile,0.5002431972453377,active,high,10,Tunis
2726,Sfax_Male,branch,0.5898506334397413,active,high,2,Djerba
2727,Djerba_Female,web,0.4771356368347657,active,medium,6,Sousse
2728,Sfax_Male,branch,0.6274644717813411,active,low,1,Tunis
2729,Tunis_Female,web,0.40254123812909914,active,low,4,Tunis
2730,Tunis_Male,mobile,0.4740716863827038,active,high,2,Sfax
2731,Sfax_Female,branch,0.586735762060514,active,low,4,Sousse
2732,Sousse_Male,mobile,0.6230390955876061,active,low,6,Tunis
2733,Sfax_Female,mobile,0.6817385221089808,active,high,10,Djerba
2734,Tunis_Male,web,0.6707793295598343,active,high,1,Sousse
2735,Sfax_Female,branch,0.48589644465697446,active,low,3,Sfax
2736,Tunis_Male,mobile,0.46397230830445024,active,high,1,Sfax
2737,Sfax_Female,branch,0.4507138589550086,active,medium,5,Djerba
2738,Djerba_Male,branch,0.43955594205825543,active,low,10,Sousse
2739,Djerba_Female,mobile,0.44971961344709843,active,low,10,Djerba
2740,Sfax_Male,mobile,0.4795450830651021,active,low,7,Sousse
2741,Sfax_Female,web,0.4525878944320386,active,high,5,Sousse
2742,Tunis_Male,branch,0.38140761545405183,active,low,1,Tunis
2743,Djerba_Female,web,0.6584365051160577,active,medium,1,Djerba
2744,Sousse_Male,mobile,0.6096567492300973,active,high,3,Djerba
2745,Tunis_Female,mobile,0.32060257754548316,active,low,7,Sousse
2746,Djerba_Male,web,0.4635532333574749,active,high,1,Sfax
2747,Djerba_Female,mobile,0.535882925765309,active,high,2,Djerba
2748,Sfax_Male,web,0.46793233597451445,active,medium,5,Tunis
2749,Djerba_Female,branch,0.46126013442528524,active,low,2,Sousse
2750,Djerba_Male,mobile,0.41883285607660947,active,high,6,Sousse
2751,Sfax_Female,mobile,0.5775508118567205,active,medium,5,Sfax
2752,Djerba_Male,mobile,0.4916655728082958,active,high,9,Sousse
2753,Sousse_Female,branch,0.6631564950891036,active,low,8,Djerba
2754,Tunis_Male,web,0.4549550711434264,active,low,8,Sfax
2755,Sfax_Female,branch,0.5924748716408383,active,high,7,Sfax
2756,Sousse_Male,branch,0.6234639966414315,active,high,9,Djerba
2757,Tunis_Female,branch,0.6089716612918783,active,high,6,Djerba
2758,Djerba_Male,mobile,0.5820982203120737,active,high,6,Sfax
2759,Sfax_Female,branch,0.38154372947364834,active,high,10,Djerba
2760,Djerba_Male,branch,0.5749037200115381,active,high,8,Tunis
2761,Djerba_Female,branch,0.3426587360836793,active,low,10,Djerba
2762,Tunis_Male,web,0.5492227629215847,active,low,6,Sfax
2763,Tunis_Female,web,0.31913231132709013,active,high,9,Sousse
2764,Sousse_Male,web,0.6809926209324675,active,low,9,Djerba
2765,Tunis_Female,branch,0.303072974988929,active,high,6,Sfax
